Location,Joined Group on,Last visited group on,Last Attended,Total RSVPs,RSVPed Yes,RSVPed Maybe,RSVPed No,Meetups attended,No shows,Intro,Photo,Assistant Organizer,Mailing List,URL of Member Profile,What do you use R for?,What's your favourite CRAN package?,What's your experience in R?
Singapore,10/14/2010,02/16/2014,04/23/2014,10,10,0,0,10,0,Yes,No,Yes,Yes,http://www.meetup.com/R-User-Group-SG/members/13192824/ ,"Finance, understanding the world",tseries,on/off since 2003
Singapore,04/03/2012,01/22/2014,06/06/2012,5,4,0,1,4,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/43285812/ ,Statistical analysis. Insurance related. Interested in machine learning applications.,I have no favorites,Novice
Singapore,11/06/2012,01/04/2013,01/23/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/68714732/ ,Statistical analysis,car,Beginner.
Singapore,10/20/2013,05/13/2014,03/12/2014,5,4,0,1,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/10447564/ ,Not much yet. But I'm planning to use it to visualize system statistics/performance.,not much. I'm quite new here.,not much. I'm very new.
Singapore,09/18/2013,03/23/2014,02/12/2014,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/96221462/ ,Statistics for behavioral and social science.,ggplot2,Intermediate to Advanced
"Millbrae, CA",11/19/2013,03/08/2014,11/20/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/91876022/ ,Data Analyasis,irlba,None
Singapore,04/12/2012,04/12/2012,,0,0,0,0,0,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/44395712/ ,Everything,reshape,Primarily for biostatistics for about 5 years.
Bangalore,10/03/2013,10/03/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/98272322/ ,For Text Procesing,Parser,Beginner
Singapore,05/02/2012,05/11/2014,08/14/2013,2,2,0,0,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/46553492/ ,financial markets modelling,Too early to tell,Newbie
Singapore,12/06/2012,09/27/2013,,0,0,0,0,0,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/7795370/ ,just exploring.,none,zero experience
Singapore,01/12/2014,05/13/2014,03/12/2014,3,2,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/10925255/ ,"So far, nothing, but I suspect that it may have applications for decision support for investors in particular and for retail marketing and CRM.",None so far,None. I am a complete beginner with the package.
Singapore,07/22/2012,07/22/2012,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/55787802/ ,"Writing code about data analysis for my work as RA now in NUS, Department of Statistics",MASS,"Mainly simulation and MCMCs, statistical tests and graphs"
Singapore,10/29/2012,03/24/2013,01/16/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/67799672/ ,Data mining,I can tell you about my least favourite one...,Newbie
Singapore,06/28/2012,01/24/2013,01/23/2013,6,2,0,4,2,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/52861742/ ,Just started using it but I guess could help me analyzing oil products prices Time-Series. Also I am tired using excel! Looking especially into stationary test at the moment.,tseries I guess.,0-2 days!
Singapore,11/01/2012,03/12/2014,01/23/2013,2,1,0,1,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/68157492/ ,bio-medical research,I'm not sure.,R ggplot
Singapore,07/19/2013,07/21/2013,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/97224972/ ,Just started using R,None yet,Newbie
"New York, NY",03/12/2014,03/13/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/98288092/ ,Datamining donor behavior,PLYR,Hobbyist
Singapore,01/26/2014,05/13/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/9383971/ ,NA,NA,NA
Pune,08/04/2013,09/17/2013,09/26/2013,2,2,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/105241432/ ,Analysis,Beginner,Beginner
Singapore,02/06/2013,05/04/2014,03/12/2014,10,10,0,0,9,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/56777692/ ,statistical computing and graphs,MergeGUI.,I have just started to learn about it in my coursework.
Singapore,04/07/2014,05/13/2014,,2,2,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/140927262/ ,"Statistical analytics, like econometrics and data processing",forecast,Created a web interface using shiny package for a forecasting tool
Singapore,07/15/2013,07/15/2013,08/14/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/102411222/ ,Academic purpose,neuralnet,Intermediate Level
Singapore,04/25/2013,02/16/2014,04/23/2014,5,5,0,0,5,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/90809312/ ,Data Mining Research Project,ggplot2,Beginner
Singapore,07/24/2012,05/13/2014,,1,1,0,0,0,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/55950822/ ,Kaggle contests mainly,GBM,About a year- year and a half
Singapore,06/28/2012,06/28/2012,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/52866742/ ,Big data,"Havent used many. RODBC I would say, for now",I need more experiece in R to write this :)
Singapore,01/05/2013,05/13/2014,03/12/2014,8,6,0,2,5,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/64601642/ ,Learning,Not familiar enough to comment,Beginner
Singapore,04/20/2014,04/20/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/123352982/ ,data analysis,caret,It is quite convenient to write R code. I like it.
Singapore,09/21/2013,09/21/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/112276352/ ,Financial analysis and data mining.,gplot,just started learning
Singapore,07/18/2013,10/31/2013,,0,0,0,0,0,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/102627262/ ,Quantitative Research,"xts, quantstrat",A few months
Singapore,03/06/2014,05/13/2014,03/12/2014,4,4,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/136012102/ ,Statistical Analysis,data.table,Beginner
"Providence, RI",07/04/2012,01/24/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/3946879/ ,regressions,gg plot,beginner
"Sunnyvale, CA",04/26/2013,04/26/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14606075/ ,context aware software development,base,beginner
Singapore,06/04/2012,06/04/2012,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/50067522/ ,I have not started using R yet. I am specialised in text mining using GATE. I wanted to connect with text mining / information extraction practitioners.,I have not started using R yet. I am specialised in text mining using GATE. I wanted to connect with text mining / information extraction practitioners.,I have not started using R yet. I am specialised in text mining using GATE. I wanted to connect with text mining / information extraction practitioners.
Singapore,08/13/2013,05/11/2014,03/12/2014,4,3,0,1,3,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/106525882/ ,Learning,bmp,Nil. I am interested in learning
Singapore,07/08/2013,07/08/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/101310152/ ,Use for analyse data and for reporting purpose for small data,"data.table,pyrl,mass,stats,sqldf",just 9 months
Singapore,03/17/2014,05/06/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/137227042/ ,fun,time series,not much
Singapore,11/21/2012,08/28/2013,12/12/2012,1,1,0,0,1,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/70396552/ ,"Exploring data--visualizing data in-order to find patterns, and for inferential analysis (newbie to R; mainly use SPSS) .","er....nah, too early for that.","newbie, about 6 months of dabbling..."
Singapore,01/17/2014,01/17/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/128639762/ ,Statistical Modelling,ggplot2,Proficient
Singapore,04/20/2013,04/20/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/90068962/ ,LEARNING,THINKING,ENTRY LEVEL
Singapore,10/15/2012,12/11/2012,12/12/2012,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/5643827/ ,"Learning R as I go through \""Machine Learning for Hackers\"". Possibly to see how R can be applied in the DFIR (digital forensics and incident response) arena (log analysis, malware analysis, digital forensics). At least, I'm for the fun of the ride!","So far, ggplot2?","Totally new to R. Seems a little arcane, but yet somehow mature and powerful still."
Singapore,04/09/2012,08/27/2013,06/06/2012,2,2,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/44145932/ ,I am new to R.,I am new to R.,Newbie.
Singapore,02/22/2013,02/22/2013,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/81689782/ ,I am just starting I don't use it much for now.,I'm a noob that is why I would like to meet you guys this coming March.,running statistical diagnostic tests for our database system.
Singapore,03/31/2011,02/13/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14377911/ ,Studies,tseries,Novice
Singapore,06/11/2013,11/26/2013,08/14/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/97521332/ ,Analysis!,MASS,Learned basics in school.
Singapore,02/06/2014,02/06/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/131971372/ ,"Research, Statistical modeling, also as calculator :)",mmm not sure.,about 10 years.
Singapore,04/23/2013,05/08/2014,01/15/2014,6,4,0,2,3,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/90604172/ ,Just getting started...,"Just getting started, so ...",Newbie..
Singapore,10/29/2013,04/26/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/1801695/ ,"For fun with data, of course! At least that's the plan.","None yet since I haven't started proper with R, but I intend to look into eeptools as I have secondary interest in education.",Nil - for now :)
Singapore,03/07/2012,02/10/2014,01/15/2014,15,12,0,3,12,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/37060892/ ,"Used MatLab for modeling simple market variables before.... No access now so would like to create a GARCH model on R one day. After that, want to progress to data mining and pattern recognition... perhaps get some pointers from members.",I'm not in a position to answer this one yet.,Basic
Singapore,07/31/2013,03/11/2014,09/26/2013,2,2,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/104784782/ ,"Teaching statistics and data mining, data analysis projects","rattle, rpart, arules","I have been using R only infrequently over the last several years, but plan to get back into R and need to relearn what I've forgotten!"
Singapore,03/16/2014,03/16/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/137493362/ ,Work.,tm (text-mining),Been using it since college.
London,06/10/2013,07/19/2013,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/93212672/ ,Data modeling,No favorites yet,Learning new statistical methodology
Singapore,04/10/2014,04/10/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/128734992/ ,"for Sentiment Analysis, data pre-processing","tm,sentiment etc",
Singapore,12/07/2011,09/22/2013,01/18/2012,2,1,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/32374442/ ,Almost of all of my work.,igraph,Most days since 2002.
"Medford, NJ",09/17/2010,09/17/2010,10/27/2010,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/12930238/ ,Modeling,Several,Several years
Singapore,12/27/2013,05/09/2014,,2,1,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/7877094/ ,Varied applications,ggplot2,8 years
Singapore,05/05/2014,05/05/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/141442002/ ,Random stuff,Arules,Noob
Singapore,11/01/2012,03/11/2014,03/12/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/68158682/ ,Analysis,e1071,little
Singapore,11/09/2013,02/20/2014,11/20/2013,1,1,0,0,1,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/58696682/ ,Analytics,compiler,Analytics
Singapore,05/13/2014,05/13/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/74469732/ ,I'm new to R.,don't know,no experience at all
Singapore,01/30/2011,02/27/2012,02/28/2012,1,1,0,0,1,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/9215028/ ,I don't use R,I don't use R,I don't use R
Singapore,01/15/2013,05/02/2014,03/12/2014,7,5,0,2,5,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/72129342/ ,study,don't know what is CRAN,none
Singapore,04/09/2014,04/09/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/5288874/ ,Learning to R,Nil,Nil
Singapore,02/25/2014,02/25/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/109421582/ ,not sure yet.,.,new to R.
Singapore,02/09/2014,02/12/2014,02/12/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/76159152/ ,The discussions here may be helpful for my day to day activities at work.,lambda.tools,Nil
Singapore,02/07/2014,04/20/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/131178132/ ,Understanding 'user' behaviour,ggplot2,Basic
Singapore,01/13/2014,03/14/2014,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/26728192/ ,Financial & User behaviour analytics,gdata,limited
Singapore,03/30/2014,03/30/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/139703452/ ,NIL,NIL,NIL
Singapore,08/15/2013,08/15/2013,08/23/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/104499202/ ,financial modelling,..,beginner
Singapore,05/01/2014,05/01/2014,,2,2,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/12500497/ ,No prior knowledge of R,None,Newbie
Singapore,05/07/2013,10/07/2013,08/14/2013,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/92537592/ ,Data mining,tm,Starting to use it in production
Hyderabad,04/19/2014,04/19/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/4958152/ ,Data Analysis,forecast and tm so far,Intermediate
Singapore,01/03/2014,05/04/2014,03/12/2014,4,3,0,1,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/110137022/ ,New to R,New to R,New to R
Singapore,08/13/2013,08/13/2013,08/14/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/106523552/ ,Currently learning.,Still exploring,Basic
Singapore,08/13/2013,05/12/2014,04/23/2014,6,6,0,0,5,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/45925062/ ,Learning,n/a,newbie
Singapore,06/11/2012,02/03/2014,,0,0,0,0,0,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/50969422/ ,Beginner,Beginner,Beginner
Singapore,03/25/2013,03/25/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/44316622/ ,Bioinformatics Research,None,2 years
Singapore,11/18/2011,04/17/2014,04/23/2014,6,6,0,0,6,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/31014782/ ,Analyzing underwater data!,cluster,Novice
Singapore,01/24/2013,09/20/2013,08/16/2013,5,5,0,0,4,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/55121052/ ,Statistical Computing,Package Raster,Brilliant experience!
Singapore,12/26/2012,03/08/2013,03/27/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/73676002/ ,Statistics,NA,NA
Singapore,09/07/2013,09/19/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/110153262/ ,Project control,R,just starting out
"New York, NY",03/14/2013,05/02/2014,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/14303056/ ,None yet! So I'm curious,None yet,Nope hence the curiosity
Singapore,07/23/2013,04/21/2014,12/18/2013,2,2,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/103474002/ ,Interpreting large datasets using regression/classification tools... And also fiddling around with interesting packages,shiny,Developed R scripts to provide analytics and search engines to speed up data interpretation
Singapore,08/16/2013,05/04/2014,04/23/2014,3,2,0,1,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/107012152/ ,fun?,rjags,fun experience!
Singapore,07/08/2013,03/25/2014,04/23/2014,3,3,0,0,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/101273602/ ,"I'm trying to develop models and applications for both personal and business use. My particular interest is in quantmod, though I'm open to anything that can help me achieve my objectives.",quantmod,"I'm the equivalent of a \""woodpusher\"" in chess. I'm frankly embarrassed that I can't really program in R yet, let alone that I've only just heard of it. My theoretical and practical background in finance is on offer to those who would exchange their R and quantmod knowledge for it."
Singapore,03/12/2014,03/12/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/12256956/ ,Very little,Error: Div0,Nil
Singapore,10/10/2012,10/10/2012,10/17/2012,1,1,0,0,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/65693382/ ,I use R mainly for analysis of data...,"For now, I guess arulesViz is my favorite package....",I am very new to R..Like around two months....
Singapore,03/27/2014,04/17/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/138108042/ ,Analytics,NIL,Have not started yet
Singapore,03/21/2011,05/30/2011,05/31/2011,4,3,0,1,3,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/14294099/ ,"Machine learning, linear algebra, optimization.",random forests,on and off with some frustrations
Singapore,10/07/2012,01/02/2013,01/23/2013,4,3,0,1,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/8115276/ ,knowledge,NA,NA
Singapore,08/12/2013,02/14/2014,09/26/2013,5,3,0,2,2,1,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/41384992/ ,"Control systems, trying model predictive control.",performanceanalytics,"About a year, transitioned from Matlab/Octave."
Singapore,01/13/2014,05/08/2014,03/12/2014,3,3,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/127916002/ ,Business Analytics,na,New
Singapore,09/17/2013,09/17/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/111689552/ ,new to this,NA,had attended some intro talks only
Singapore,04/14/2014,05/12/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/34969732/ ,new to R,?,new to R
Singapore,12/01/2013,12/17/2013,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/122058882/ ,data mining,RPostgreSQL,several projects while working as intern
Singapore,12/24/2013,01/09/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/92020092/ ,"econometrics, trading, investing",-,-
Singapore,08/09/2013,05/10/2014,08/14/2013,2,2,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/17343361/ ,NA,NA,None
Singapore,05/28/2011,04/23/2013,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/2170664/ ,.,.,.
Singapore,12/13/2013,01/14/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/76048132/ ,"I used it for data analysis, compiling data, little tricks to randomize data points while doing psychology research. Now, I hope I could learn to use it to predict time-series data, sentiment analysis or text mining, given my job nature.","I seldom use packages, but I did use lme4","I used it to randomize stimuli order according to particulars, and used it to compile and tidy up individual data file into single file. I also used it to run mixed modelling."
Singapore,08/12/2013,08/14/2013,08/14/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/106376952/ ,self-study,copula,beginer
Singapore,10/24/2012,05/08/2014,04/23/2014,11,8,0,3,5,2,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/67286762/ ,Biostatistics,"ggplot2, igraph, vegan",Intermediate
Singapore,03/04/2014,04/22/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/101660272/ ,Use R for academic projects,Rattle,I have academic experience of using R for past 1 year
Singapore,02/26/2014,02/26/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135074982/ ,Genomic Data Analysis,SAMs,3 years
Singapore,03/24/2013,02/08/2014,08/14/2013,2,1,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/76168302/ ,Alternative to Matlab,None,Little
Singapore,03/25/2012,08/11/2013,06/06/2012,4,1,0,3,1,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/42647592/ ,"We're just starting with exploring R, currently use SPSS only.",NA,Almost nil
Singapore,07/24/2012,12/11/2012,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/56041422/ ,"Work, investigation",I think rattle,Few tests decisión trees and data preparation
Singapore,03/10/2014,04/28/2014,03/12/2014,2,2,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13029518/ ,not much,.,I havent used R yet
Singapore,04/13/2013,04/29/2014,03/12/2014,7,4,0,3,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/4535254/ ,I've not used it yet,N/a,Know of it but not used it
Singapore,05/10/2014,05/12/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/76587282/ ,DatA analysis.,Financial,About 1yrs
Singapore,03/10/2014,03/12/2014,,1,0,0,1,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/136578372/ ,reserach,Discrete and Global Optimization Routines,Research
Singapore,07/01/2013,08/27/2013,09/26/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/100294082/ ,Data visualization,Bayesian linear regression,Basic/ beginner
Singapore,10/15/2013,10/15/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/115710302/ ,Predictive modeling,PLS,Advanced
Singapore,08/05/2012,01/29/2013,09/10/2012,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/57352452/ ,For statistical data analysis,"geoR,nlm",I am quite happy with R. Just wish they had a better editor and debugger :)
Singapore,07/01/2013,01/24/2014,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/100278072/ ,"I help users, clients and partners in their R support related questions!",Exploring !,New to R !
Singapore,12/20/2013,03/12/2014,03/12/2014,2,1,0,1,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/124357842/ ,time series research,quantmod,very limited
Singapore,07/27/2013,07/27/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/104073242/ ,Never used!,http://crantastic.org/,Beginner
Singapore,08/06/2013,01/13/2014,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/105512222/ ,Will be using R for assignments and projects during the course in NUS.,abctools.,less than 1 year of experience (novice) in R.
Singapore,07/26/2010,09/30/2012,05/23/2012,10,5,0,5,5,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/12617037/ ,Statistics programming,ggplot,"Some of them have version conflicts, that's a bit annoying, other than that, R is great!"
Singapore,05/29/2013,08/29/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/95506312/ ,Analyse small datasets for school projects. Modelling. Plotting graphs.,lmomco - saved me a lot of time when i had to calculate the gini coefficient.,Mostly for school projects.
Singapore,02/06/2014,03/06/2014,02/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/113423372/ ,data mining,rr,moderate
Singapore,09/19/2013,09/19/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/111952442/ ,"Time series, NLP",It depends...,Hacking away for about a year
Singapore,03/10/2014,04/18/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/105079472/ ,-,-,-
Singapore,03/31/2014,03/31/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/139999922/ ,data analysis,ggplot2,from my start of nus in 2007 till now!
Singapore,01/15/2014,01/15/2014,01/15/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/128235102/ ,data analysis,i am still new to R,Nil
Singapore,07/15/2013,04/28/2014,03/12/2014,2,2,0,0,2,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/102408292/ ,Simple stocks and futures technical analysis,TTR quantmod,Newbie
Singapore,04/17/2012,04/24/2012,04/20/2012,2,1,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/35507742/ ,I don't,Nil,zip
Singapore,08/18/2012,05/03/2014,04/23/2014,5,5,0,0,5,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/22715781/ ,"Data mining, econometric modeling.","Hyndman's lovely \""forecast\"" package may be :)",Intermediate
Singapore,09/24/2013,12/13/2013,12/18/2013,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/102419932/ ,data analytics,-,-
Singapore,04/05/2014,04/05/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/108084692/ ,for fun,i dunno,I'm a beginner.
Singapore,11/15/2013,02/20/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13515978/ ,"Currently not active using R, but interested in data analysis",NA,NA
Singapore,03/09/2014,03/16/2014,03/12/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/100998182/ ,would like to use for personal data analytics,null,null
Singapore,08/12/2013,04/23/2014,03/12/2014,3,3,0,0,3,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/49134392/ ,New pie,New pie,New
